date,location,competition,home_team_abbreviation,home_team_fullname,away_team_abbreviation,away_team_fullname,result,home_team_score,away_team_score
1994-05-15,"OLYMPIC STADIUM, TOKYO",FIJI TOUR IN JAPAN/NEW ZEALAND 1994,JPN,JAPAN,FIJI,FIJI,FT,20,8
1994-05-14,"EL MENZAH STADIUM, TUNIS",FIRA CHAMPIONSHIP D1,TUN,TUNISIA,BEL,BELGIUM,FT,16,16
1994-05-14,"STADIONUL DINAMO, BUCHAREST",FIRA CHAMPIONSHIP D1,ROM,ROMANIA,ITALY,ITALY,FT,26,12
1994-05-14,"STADIO MARIO RIGAMONTI, BRESCIA",RUGBY WORLD CUP QUALIFIER,NETH,NETHERLANDS,CZE,CZECH REPUBLIC,FT,38,9
1994-05-08,"NINGINEER STADIUM, EHIME",FIJI TOUR IN JAPAN/NEW ZEALAND 1994,JPN,JAPAN,FIJI,FIJI,FT,24,18
1994-05-07,", VANERSBORG",FIRA CHAMPIONSHIP D2,SWED,SWEDEN,NETH,NETHERLANDS,FT,6,44
1994-05-07,"VIALE PIACENZA (LANFRANCHI), PARMA",FIRA CHAMPIONSHIP D1,ITALY,ITALY,SPAIN,SPAIN,FT,62,15
1994-05-07,"UNIVERSITARIO LISBOA, LISBON",FIRA CHAMPIONSHIP D1,PORT,PORTUGAL,TUN,TUNISIA,FT,16,18
1994-05-07,"PARCUL COPILULUI (GRIVITA ROSIE RC), BUCHAREST",RUGBY WORLD CUP QUALIFIER,ROM,ROMANIA,RUSS,RUSSIA,FT,30,0
1994-05-07,"RK SPEED, COPENHAGEN",FIRA CHAMPIONSHIP D3,DEN,DENMARK,LITH,LITHUANIA,FT,69,6
1994-05-04,"PARCUL COPILULUI (GRIVITA ROSIE RC), BUCHAREST",RUGBY WORLD CUP QUALIFIER,GERM,GERMANY,RUSS,RUSSIA,FT,5,67
1994-05-04,"STADE DE COC, CASABLANCA",FIRA CHAMPIONSHIP D1,MOROC,MOROCCO,TUN,TUNISIA,FT,25,10
1994-05-02,"PARCUL COPILULUI (GRIVITA ROSIE RC), BUCHAREST",RUGBY WORLD CUP QUALIFIER,ROM,ROMANIA,GERM,GERMANY,FT,60,6
1994-04-30,"DIALOG ARENA (STADION MIEJSKI), LUBLIN",FIRA CHAMPIONSHIP D2,POL,POLAND,NETH,NETHERLANDS,FT,13,10
1994-04-30,"STADE DE COC, CASABLANCA",FIRA CHAMPIONSHIP D1,MOROC,MOROCCO,PORT,PORTUGAL,FT,20,15
1994-04-24,"ESTADIO LA ROMAREDA, ZARAGOZA",FIRA CHAMPIONSHIP D1,SPAIN,SPAIN,ROM,ROMANIA,FT,3,11
1994-04-17,"UNIVERSITARIO LISBOA, LISBON",FIRA CHAMPIONSHIP D1,PORT,PORTUGAL,GERM,GERMANY,FT,18,20
1994-04-16,"VASTRA MARK, KARLSKRONA",FIRA CHAMPIONSHIP D2,SWED,SWEDEN,POL,POLAND,FT,18,25
1994-04-10,"UNIVERSITARIA COMPLUTENSE, MADRID",FIRA CHAMPIONSHIP D1,SPAIN,SPAIN,RUSS,RUSSIA,FT,9,16
1994-04-09,"NAIMETTE-XHOVEMONT, LIEGE",FIRA CHAMPIONSHIP D1,BEL,BELGIUM,PORT,PORTUGAL,FT,10,8
1994-03-26,"RUDOLF-KALWEIT-STADION, HANOVER",FIRA CHAMPIONSHIP D1,GERM,GERMANY,MOROC,MOROCCO,FT,35,18
1994-03-26,"CAMP DEL CONSELL GENERAL, ANDORRA LA VELLA",FIRA CHAMPIONSHIP D2,AND,ANDORRA,NETH,NETHERLANDS,FT,10,49
1994-03-20,"STADE MADRAZES, SARLAT",FIRA CHAMPIONSHIP D1,FRA,FRANCE,SPAIN,SPAIN,FT,49,3
1994-03-19,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,WALES,WALES,FT,15,8
1994-03-19,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,FRA,FRANCE,FT,12,20
1994-03-12,"NATIONAL SPORTS CENTRE, HAMILTON",RUGBY WORLD CUP QUALIFIER,BER,BERMUDA,USA,UNITED STATES OF AMERICA,FT,3,60
1994-03-05,"PARC DES PRINCES, PARC DES PRINCES",SIX NATIONS,FRA,FRANCE,ENG,ENGLAND,FT,14,18
1994-03-05,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,SCOT,SCOTLAND,FT,6,6
1994-02-19,"NATIONAL STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,FRA,FRANCE,FT,24,15
1994-02-19,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,IRE,IRELAND,FT,12,13
1994-02-06,"MANUEL MARTINEZ VALERO, ELCHE",EMERGING ENGLAND TOUR IN SPAIN 1994,SPAIN,SPAIN,E ENG,EMERGING ENGLAND,FT,17,86
1994-02-05,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,ENG,ENGLAND,FT,14,15
1994-02-05,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,WALES,WALES,FT,15,17
1994-01-29,"ROI BAUDOUIN, BRUSSELS",FIRA CHAMPIONSHIP D1,BEL,BELGIUM,MOROC,MOROCCO,FT,18,14
1994-01-15,"NATIONAL STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,SCOT,SCOTLAND,FT,29,6
1994-01-15,"PARC DES PRINCES, PARC DES PRINCES",SIX NATIONS,FRA,FRANCE,IRE,IRELAND,FT,35,15
1993-12-18,"MARIO BATTAGLINI, ROVIGO",SCOTLAND A TOUR IN ITALY 1993,ITALY,ITALY,,SCOTLAND ASCO A,FT,18,15
1993-11-30,--,FIRA CHAMPIONSHIP D2,LITH,LITHUANIA,DEN,DENMARK,WALKOVER,0,3
1993-11-28,"STADE TOULOUSE, TOULOUSE",FIRA CHAMPIONSHIP D1,SPAIN,SPAIN,MOROC,MOROCCO,FT,48,17
1993-11-27,"TWICKENHAM STADIUM, TWICKENHAM",NEW ZEALAND TOUR IN ENGLAND/SCOTLAND 1993,ENG,ENGLAND,NZL,NEW ZEALAND,FT,15,9
1993-11-27,", GABROVO",FIRA CHAMPIONSHIP D3,BUL,BULGARIA,DEN,DENMARK,FT,11,7
1993-11-21,"STADION AM MARTINSEE, HEUSENSTAMM",FIRA CHAMPIONSHIP D1,GERM,GERMANY,BEL,BELGIUM,FT,32,16
1993-11-20,"BT MURRAYFIELD, EDINBURGH",NEW ZEALAND TOUR IN ENGLAND/SCOTLAND 1993,SCOT,SCOTLAND,NZL,NEW ZEALAND,FT,15,51
1993-11-13,"AVIVA STADIUM, DUBLIN",ROMANIA TOUR IN IRELAND 1993,IRE,IRELAND,ROM,ROMANIA,FT,25,3
1993-11-13,"FERROCARIL OESTE (ESTADIO ETCHEVERRY), BUENOS AIRES",SOUTH AFRICA TOUR IN ARGENTINA 1993,ARG,ARGENTINA,SA,SOUTH AFRICA,FT,23,52
1993-11-11,"NATIONAL STADIUM, CARDIFF",CANADA TOUR IN WALES 1993,WALES,WALES,CAN,CANADA,FT,24,26
1993-11-11,"STADIO COMUNALE DI MONIGO, TREVISO",FIRA CHAMPIONSHIP D1,ITALY,ITALY,FRA,FRANCE,FT,16,9
1993-11-06,"SPORTPARK DE EENDRACHT (NRCA STADIUM), AMSTERDAM",RUGBY WORLD CUP QUALIFIER,NETH,NETHERLANDS,SWED,SWEDEN,FT,31,6
1993-11-06,"FERROCARIL OESTE (ESTADIO ETCHEVERRY), BUENOS AIRES",SOUTH AFRICA TOUR IN ARGENTINA 1993,ARG,ARGENTINA,SA,SOUTH AFRICA,FT,26,29
1993-11-06,"PARC DES PRINCES, PARC DES PRINCES",AUSTRALIA TOUR IN CANADA/FRANCE/NEW ZEALAND 1993,FRA,FRANCE,AUS,AUSTRALIA,FT,3,24
1993-11-06,"SPARTA (OTKRYTIE) STADIUM, MOSCOW",FIRA CHAMPIONSHIP D1,RUSS,RUSSIA,ITALY,ITALY,FT,19,30
1993-11-06,", SOCHACEWZ",FIRA CHAMPIONSHIP D2,POL,POLAND,AND,ANDORRA,FT,30,10
1993-11-03,"RUGBY CLUB, APELDOORN",RUGBY WORLD CUP QUALIFIER,SWED,SWEDEN,CZE,CZECH REPUBLIC,FT,7,34
1993-11-03,"RUGBY CLUB, APELDOORN",RUGBY WORLD CUP QUALIFIER,NETH,NETHERLANDS,ISR,ISRAEL,FT,56,0
1993-10-31,"HAAGSCHE RUGBY CLUB, DEN HAAG",RUGBY WORLD CUP QUALIFIER,NETH,NETHERLANDS,CZE,CZECH REPUBLIC,FT,42,6
1993-10-31,"HAAGSCHE RUGBY CLUB, DEN HAAG",RUGBY WORLD CUP QUALIFIER,SWED,SWEDEN,ISR,ISRAEL,FT,26,10
1993-10-30,"CHABAN-DELMAS, BORDEAUX",AUSTRALIA TOUR IN CANADA/FRANCE/NEW ZEALAND 1993,FRA,FRANCE,AUS,AUSTRALIA,FT,16,13
1993-10-30,"EL MENZAH STADIUM, TUNIS",RUGBY WORLD CUP QUALIFIER,MOROC,MOROCCO,CDI,IVORY COAST,FT,3,15
1993-10-28,"EL MENZAH STADIUM, TUNIS",RUGBY WORLD CUP QUALIFIER,TUN,TUNISIA,MOROC,MOROCCO,FT,5,6
1993-10-23,"PARQUE CENTRAL, MONTEVIDEO",SOUTH AMERICAN CHAMPIONSHIP,URUG,URUGUAY,ARG,ARGENTINA,FT,10,19
1993-10-19,"TEUFAIVA STADIUM, NUKU A'LOFA",NEW ZEALAND DEVELOPMENT XV TOUR IN COOK ISLANDS/TONGA 1993,TONGA,TONGA,,NEW ZEALAND DEVELOPMENT XVNZDXV,FT,21,18
1993-10-17,"AMEDEE DOMENECH, BRIVE LA GAILLARDE",FIRA CHAMPIONSHIP D1,FRA,FRANCE,ROM,ROMANIA,FT,51,0
1993-10-17,"AREAL JANA NAVRATILA, VYSKOV",FIRA CHAMPIONSHIP D2,CZE,CZECH REPUBLIC,POL,POLAND,FT,19,18
1993-10-16,"NATIONAL STADIUM, CARDIFF",JAPAN TOUR IN ARGENTINA/WALES 1993,WALES,WALES,JPN,JAPAN,FT,55,5
1993-10-16,"GIMNASIA Y ESGRIMA (GEBA,MALDONADO), BUENOS AIRES",SOUTH AMERICAN CHAMPIONSHIP,ARG,ARGENTINA,PARAG,PARAGUAY,FT,51,3
1993-10-15,"PRINCE OF WALES CC, SANTIAGO",SOUTH AMERICAN CHAMPIONSHIP,CHI,CHILE,BRA,BRAZIL,FT,35,26
1993-10-11,"GIMNASIA Y ESGRIMA (GEBA,MALDONADO), BUENOS AIRES",SOUTH AMERICAN CHAMPIONSHIP,ARG,ARGENTINA,CHI,CHILE,FT,70,7
1993-10-10,"RUGBY CLUB, DELFT",GERMANY TOUR IN NETHERLANDS 1993,NETH,NETHERLANDS,GERM,GERMANY,FT,20,10
1993-10-09,"CARRASCO POLO CLUB, MONTEVIDEO",SOUTH AMERICAN CHAMPIONSHIP,URUG,URUGUAY,CHI,CHILE,FT,14,6
1993-10-09,"KINGSLAND, CALGARY",AUSTRALIA TOUR IN CANADA/FRANCE/NEW ZEALAND 1993,CAN,CANADA,AUS,AUSTRALIA,FT,16,43
1993-10-02,", RIVERSIDE",AUSTRALIA XV TOUR IN UNITED STATES OF AMERICA 1993,USA,UNITED STATES OF AMERICA,AUS,AUSTRALIA,FT,22,26
1993-10-02,"EL MENZAH STADIUM, TUNIS",FIRA CHAMPIONSHIP D1,TUN,TUNISIA,GERM,GERMANY,FT,15,6
1993-10-02,"CLUB UNIVERSITARIO DE RUGBY DE ASUNCION, ASUNCION",SOUTH AMERICAN CHAMPIONSHIP,PARAG,PARAGUAY,URUG,URUGUAY,FT,3,67
1993-10-02,"CLUBE ATLETICO, SAN PABLO",SOUTH AMERICAN CHAMPIONSHIP,BRA,BRAZIL,ARG,ARGENTINA,FT,3,114
1993-09-26,"INTERNATIONAL SCHOOL, STAVANGER",NORDIC CUP,DEN,DENMARK,SWED,SWEDEN,FT,25,6
1993-09-26,"PRINCE OF WALES CC, SANTIAGO",SOUTH AMERICAN CHAMPIONSHIP,CHI,CHILE,PARAG,PARAGUAY,FT,24,25
1993-09-25,"INTERNATIONAL SCHOOL, STAVANGER",NORDIC CUP,NOR,NORWAY,DEN,DENMARK,FT,0,70
1993-09-25,"CLUBE ATLETICO, SAN PABLO",SOUTH AMERICAN CHAMPIONSHIP,BRA,BRAZIL,URUG,URUGUAY,FT,5,55
1993-09-11,", NASSJO",FIRA CHAMPIONSHIP D2,SWED,SWEDEN,AND,ANDORRA,FT,25,6
1993-08-29,", OLOFSTROM",LITHUANIA TOUR IN SWEDEN 1993,SWED,SWEDEN,LITH,LITHUANIA,FT,68,5
1993-08-21,"ALLIANZ STADIUM, SYDNEY",SOUTH AFRICA TOUR IN ARGENTINA 1993,AUS,AUSTRALIA,SA,SOUTH AFRICA,FT,19,12
1993-08-14,"BALLYMORE, BRISBANE",SOUTH AFRICA TOUR IN ARGENTINA 1993,AUS,AUSTRALIA,SA,SOUTH AFRICA,FT,28,20
1993-07-31,"EDEN PARK, AUCKLAND",SAMOA TOUR IN NEW ZEALAND 1993,NZL,NEW ZEALAND,SAMOA,SAMOA,FT,35,13
1993-07-31,"ALLIANZ STADIUM, SYDNEY",SOUTH AFRICA TOUR IN ARGENTINA 1993,AUS,AUSTRALIA,SA,SOUTH AFRICA,FT,12,19
1993-07-17,"TEUFAIVA STADIUM, NUKU A'LOFA",RUGBY WORLD CUP QUALIFIER,TONGA,TONGA,FIJI,FIJI,FT,10,15
1993-07-17,"CARISBROOK, DUNEDIN",AUSTRALIA TOUR IN CANADA/FRANCE/NEW ZEALAND 1993,NZL,NEW ZEALAND,AUS,AUSTRALIA,FT,25,10
1993-07-04,"BALLYMORE, BRISBANE",TONGA TOUR IN AUSTRALIA 1993,AUS,AUSTRALIA,TONGA,TONGA,FT,52,14
1993-07-03,"EMIRATES AIRLINES PARK, JOHANNESBURG",FRANCE TOUR IN ROMANIA/SOUTH AFRICA 1993,SA,SOUTH AFRICA,FRA,FRANCE,FT,17,18
1993-07-03,"EDEN PARK, AUCKLAND",BRITISH AND IRISH LIONS TOUR 1993,NZL,NEW ZEALAND,LIONS,BRITISH AND IRISH LIONS,FT,30,13
1993-07-01,--,UNITED STATES OF AMERICA XV TOUR 1993,T&T,TRINIDAD AND TOBAGO,USA,UNITED STATES OF AMERICA,FT,3,19
1993-07-01,--,UNITED STATES OF AMERICA XV TOUR 1993,BAH,BAHAMAS,USA,UNITED STATES OF AMERICA,FT,7,8
1993-06-26,"ATHLETIC PARK, WELLINGTON, WELLINGTON",BRITISH AND IRISH LIONS TOUR 1993,NZL,NEW ZEALAND,LIONS,BRITISH AND IRISH LIONS,FT,7,20
1993-06-26,"JONSSON KINGS PARK, DURBAN",FRANCE TOUR IN ROMANIA/SOUTH AFRICA 1993,SA,SOUTH AFRICA,FRA,FRANCE,FT,20,20
1993-06-25,"STADE (RAOUL-BARRIERE) MEDITERRANEE, BEZIERS",MEDITERRANEAN CUP,SPAIN,SPAIN,CRO,CROATIA,FT,58,9
1993-06-25,"STADE (RAOUL-BARRIERE) MEDITERRANEE, BEZIERS",MEDITERRANEAN CUP,FRA,FRANCE,ITALY,ITALY,FT,31,6
1993-06-23,"PARC DES SPORTS (L'EGASSIARIAL), NARBONNE",MEDITERRANEAN CUP,FRA,FRANCE,SPAIN,SPAIN,FT,55,5
1993-06-23,"PARC DES SPORTS (L'EGASSIARIAL), NARBONNE",MEDITERRANEAN CUP,MOROC,MOROCCO,CRO,CROATIA,FT,12,36
1993-06-21,"STADE AIME GIRAL, PERPIGNAN",MEDITERRANEAN CUP,SPAIN,SPAIN,ITALY,ITALY,FT,6,38
1993-06-21,"RUGBY OLYMPIQUE, AGDE",MEDITERRANEAN CUP,FRA,FRANCE,MOROC,MOROCCO,FT,86,0
1993-06-19,"STADE AIME GIRAL, PERPIGNAN",MEDITERRANEAN CUP,FRA,FRANCE,CRO,CROATIA,FT,126,6
1993-06-19,"MAPLE GROVE RUGBY PARK, NEPEAN",UNITED STATES OF AMERICA TOUR IN CANADA 1993,CAN,CANADA,USA,UNITED STATES OF AMERICA,FT,20,9
1993-06-19,"STADE ALBERT DOMECQ (PEPINIERE), CARCASSONNE",MEDITERRANEAN CUP,ITALY,ITALY,MOROC,MOROCCO,FT,70,9
1993-06-17,"STADE AIME GIRAL, PERPIGNAN",MEDITERRANEAN CUP,ITALY,ITALY,CRO,CROATIA,FT,76,11
1993-06-17,"STADE ALBERT DOMECQ (PEPINIERE), CARCASSONNE",MEDITERRANEAN CUP,SPAIN,SPAIN,MOROC,MOROCCO,FT,6,6
1993-06-13,"APIA PARK, APIA",SCOTLAND XV TOUR IN FIJI/SAMOA/TONGA 1993,SAMOA,SAMOA,SCOT,SCOTLAND,FT,28,11
1993-06-12,"ANZ NATIONAL STADIUM (BUCKHURST PK), SUVA",RUGBY WORLD CUP QUALIFIER,FIJI,FIJI,TONGA,TONGA,FT,11,24
1993-06-12,"JADE STADIUM (LANCASTER PARK), CHRISTCHURCH",BRITISH AND IRISH LIONS TOUR 1993,NZL,NEW ZEALAND,LIONS,BRITISH AND IRISH LIONS,FT,20,18
1993-06-06,", UPPSALA",FIRA CHAMPIONSHIP D2,SWED,SWEDEN,CZE,CZECH REPUBLIC,FT,30,7
1993-06-05,"MAPLE GROVE RUGBY PARK, NEPEAN",ENGLAND XV TOUR IN CANADA 1993,CAN,CANADA,ENG,ENGLAND,FT,14,19
1993-06-05,"APIA PARK, APIA",SOUTH PACIFIC CHAMPIONSHIP,SAMOA,SAMOA,FIJI,FIJI,FT,27,3
1993-06-05,"HAGE GEINGOB STADIUM, WINDHOEK",WALES TOUR IN NAMIBIA/ZIMBABWE 1993,NAMIB,NAMIBIA,WALES,WALES,FT,23,38
1993-06-05,"TEUFAIVA STADIUM, NUKU A'LOFA",SCOTLAND XV TOUR IN FIJI/SAMOA/TONGA 1993,TONGA,TONGA,SCOT,SCOTLAND,FT,5,23
1993-05-30,"RUDOLF-KALWEIT-STADION, HANOVER",FIRA CHAMPIONSHIP D1,GERM,GERMANY,FRA,FRANCE,FT,27,71
1993-05-29,"ANZ NATIONAL STADIUM (BUCKHURST PK), SUVA",SCOTLAND XV TOUR IN FIJI/SAMOA/TONGA 1993,FIJI,FIJI,SCOT,SCOTLAND,FT,10,21
1993-05-29,"POLICE GROUNDS, HARARE",WALES TOUR IN NAMIBIA/ZIMBABWE 1993,ZIMB,ZIMBABWE,WALES,WALES,FT,13,42
1993-05-29,"OGNIWO KLUB, SOPOT",RUGBY WORLD CUP QUALIFIER,POL,POLAND,RUSS,RUSSIA,FT,5,41
1993-05-29,"STADE DE COC, CASABLANCA",FIRA CHAMPIONSHIP D1,MOROC,MOROCCO,FRA,FRANCE,FT,12,34
1993-05-29,"TEUFAIVA STADIUM, NUKU A'LOFA",SOUTH PACIFIC CHAMPIONSHIP,TONGA,TONGA,SAMOA,SAMOA,FT,6,30
1993-05-29,"PARCUL COPILULUI (GRIVITA ROSIE RC), BUCHAREST",FIRA CHAMPIONSHIP D1,ROM,ROMANIA,SPAIN,SPAIN,FT,33,15
1993-05-29,"SPORTS COMPLEX, BURNABY LAKE",ENGLAND XV TOUR IN CANADA 1993,CAN,CANADA,ENG,ENGLAND,FT,15,12
1993-05-27,"OGNIWO KLUB, SOPOT",RUGBY WORLD CUP QUALIFIER,POL,POLAND,GEORG,GEORGIA,FT,23,6
1993-05-22,"HARTSFIELD, BULAWAYO",WALES TOUR IN NAMIBIA/ZIMBABWE 1993,ZIMB,ZIMBABWE,WALES,WALES,FT,14,35
1993-05-22,"FERROCARIL OESTE (ESTADIO ETCHEVERRY), BUENOS AIRES",JAPAN TOUR IN ARGENTINA/WALES 1993,ARG,ARGENTINA,JPN,JAPAN,FT,45,20
1993-05-20,"STADIONUL DINAMO, BUCHAREST",FRANCE TOUR IN ROMANIA/SOUTH AFRICA 1993,ROM,ROMANIA,FRA,FRANCE,FT,20,37
1993-05-16,"UNIVERSITARIO LISBOA, LISBON",RUGBY WORLD CUP QUALIFIER,PORT,PORTUGAL,SPAIN,SPAIN,FT,15,37
1993-05-15,"ESTADIO MONUMENTAL JOSE FIERRO, TUCUMAN",JAPAN TOUR IN ARGENTINA/WALES 1993,ARG,ARGENTINA,JPN,JAPAN,FT,30,27
1993-05-15,"FILI STADIUM, MOSCOW",FIRA CHAMPIONSHIP D1,RUSS,RUSSIA,MOROC,MOROCCO,FT,24,16
1993-05-15,"UNIVERSITARIO LISBOA, LISBON",RUGBY WORLD CUP QUALIFIER,BEL,BELGIUM,SWITZ,SWITZERLAND,FT,42,3
1993-05-13,"UNIVERSITARIO LISBOA, LISBON",RUGBY WORLD CUP QUALIFIER,SPAIN,SPAIN,BEL,BELGIUM,FT,67,6
1993-05-13,"UNIVERSITARIO LISBOA, LISBON",RUGBY WORLD CUP QUALIFIER,PORT,PORTUGAL,SWITZ,SWITZERLAND,FT,32,0
1993-05-11,"UNIVERSITARIO LISBOA, LISBON",RUGBY WORLD CUP QUALIFIER,SPAIN,SPAIN,SWITZ,SWITZERLAND,FT,40,0
1993-05-11,"UNIVERSITARIO LISBOA, LISBON",RUGBY WORLD CUP QUALIFIER,PORT,PORTUGAL,BEL,BELGIUM,FT,8,3
1993-05-08,"STADIONUL DINAMO, BUCHAREST",FIRA CHAMPIONSHIP D1,ROM,ROMANIA,TUN,TUNISIA,FT,51,0
1993-05-08,"DAUGAVAS STADIONA, RIGA",RUGBY WORLD CUP QUALIFIER,LAT,LATVIA,GERM,GERMANY,FT,5,27
1993-05-02,"RUGBY CLUB T'GOOI, NAARDEN",FIRA CHAMPIONSHIP D2,NETH,NETHERLANDS,POL,POLAND,FT,0,7
1993-05-01,"SC SIEMENSSTADT, BERLIN",RUGBY WORLD CUP QUALIFIER,GERM,GERMANY,LITH,LITHUANIA,FT,31,5
1993-04-24,"EL MENZAH STADIUM, TUNIS",FIRA CHAMPIONSHIP D1,TUN,TUNISIA,PORT,PORTUGAL,FT,14,10
1993-04-17,"STADE DE COC, CASABLANCA",FIRA CHAMPIONSHIP D1,MOROC,MOROCCO,GERM,GERMANY,FT,23,3
1993-04-17,"CAMP DEL CONSELL GENERAL, ANDORRA LA VELLA",FIRA CHAMPIONSHIP D2,AND,ANDORRA,POL,POLAND,FT,6,19
1993-04-17,"ESTADIO MUNICIPAL SERGIO CONCEICAO, COIMBRA",FIRA CHAMPIONSHIP D1,PORT,PORTUGAL,ITALY,ITALY,FT,11,33
1993-04-04,"PILEVALLEN, TRELLEBORG",DENMARK TOUR IN SWEDEN 1993,SWED,SWEDEN,DEN,DENMARK,FT,13,15
1993-04-03,"UNIVERSITARIO LISBOA, LISBON",FIRA CHAMPIONSHIP D1,PORT,PORTUGAL,ROM,ROMANIA,FT,13,41
1993-03-21,"RUGBY CLUB, SOISSONS",FIRA CHAMPIONSHIP D1,FRA,FRANCE,BEL,BELGIUM,FT,38,6
1993-03-20,"PARC DES PRINCES, PARC DES PRINCES",SIX NATIONS,FRA,FRANCE,WALES,WALES,FT,26,10
1993-03-20,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,ENG,ENGLAND,FT,17,3
1993-03-06,"NATIONAL STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,IRE,IRELAND,FT,14,19
1993-03-06,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,SCOT,SCOTLAND,FT,26,12
1993-03-05,"ATHLETIC GROUND, LONDON",FRIENDLY,,ENGLAND AENG A,SPAIN,SPAIN,FT,66,5
1993-02-20,"STADIO COMUNALE DI MONIGO, TREVISO",FRANCE XV TOUR IN ITALY 1993,ITALY,ITALY,FRA,FRANCE,FT,12,14
1993-02-20,"AVIVA STADIUM, DUBLIN",SIX NATIONS,IRE,IRELAND,FRA,FRANCE,FT,6,21
1993-02-20,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,WALES,WALES,FT,20,0
1993-02-14,"UNIVERSITARIA COMPLUTENSE, MADRID",FIRA CHAMPIONSHIP D1,SPAIN,SPAIN,ITALY,ITALY,FT,0,52
1993-02-06,"NATIONAL STADIUM, CARDIFF",SIX NATIONS,WALES,WALES,ENG,ENGLAND,FT,10,9
1993-02-06,"PARC DES PRINCES, PARC DES PRINCES",SIX NATIONS,FRA,FRANCE,SCOT,SCOTLAND,FT,11,3
1993-02-06,"STADION DE VLIERT, S'HERTOGENBOSCH",WALES B TOUR IN NETHERLANDS 1993,NETH,NETHERLANDS,,WALES BWAL B,FT,12,57
1993-01-30,"EL MENZAH STADIUM, TUNIS",FIRA CHAMPIONSHIP D1,TUN,TUNISIA,SPAIN,SPAIN,FT,8,20
1993-01-16,"TWICKENHAM, LONDON",SIX NATIONS,ENG,ENGLAND,FRA,FRANCE,FT,16,15
1993-01-16,"BT MURRAYFIELD, EDINBURGH",SIX NATIONS,SCOT,SCOTLAND,IRE,IRELAND,FT,15,3
1992-12-19,"THE GREENYARDS, MELROSE",ITALY TOUR IN SCOTLAND 1992,,SCOTLAND ASCO A,ITALY,ITALY,FT,22,17
1992-11-28,"RUGBY CLUB, HAARLEM",FIRA CHAMPIONSHIP D2,NETH,NETHERLANDS,AND,ANDORRA,FT,40,6
1992-11-21,"NATIONAL STADIUM, CARDIFF",AUSTRALIA TOUR IN IRELAND/SOUTH AFRICA/WALES 1992,WALES,WALES,AUS,AUSTRALIA,FT,6,23
1992-11-15,", STUTTGART",FIRA CHAMPIONSHIP D1,GERM,GERMANY,BEL,BELGIUM,FT,13,10
1992-11-15,"FFC ARENA, TATRA SMICHOV, PRAGUE",FIRA CHAMPIONSHIP D2,CZE,CZECH REPUBLIC,NETH,NETHERLANDS,FT,21,16
1992-11-14,"MARCEL SAUPIN, NANTES",ARGENTINA TOUR IN FRANCE/ROMANIA/SPAIN 1992,FRA,FRANCE,ARG,ARGENTINA,FT,20,24
1992-11-14,"TWICKENHAM STADIUM, TWICKENHAM",SOUTH AFRICA TOUR IN ENGLAND/FRANCE 1992,ENG,ENGLAND,SA,SOUTH AFRICA,FT,33,16
1992-11-01,"ROI BAUDOUIN, BRUSSELS",FIRA CHAMPIONSHIP D1,BEL,BELGIUM,MOROC,MOROCCO,FT,9,11
1992-10-31,"STADIONUL DINAMO, BUCHAREST",ARGENTINA TOUR IN FRANCE/ROMANIA/SPAIN 1992,ROM,ROMANIA,ARG,ARGENTINA,FT,18,21
1992-10-31,"AVIVA STADIUM, DUBLIN",AUSTRALIA TOUR IN IRELAND/SOUTH AFRICA/WALES 1992,IRE,IRELAND,AUS,AUSTRALIA,FT,17,42
1992-10-31,", BYTOM",FIRA CHAMPIONSHIP D2,POL,POLAND,CZE,CZECH REPUBLIC,FT,25,8
1992-10-31,"ANZ NATIONAL STADIUM (BUCKHURST PK), SUVA",NEW ZEALAND MAORI TOUR IN COOK ISLANDS/FIJI/TONGA 1992,FIJI,FIJI,MAORI,NEW ZEALAND MAORI,FT,34,35
1992-10-27,"CAMP DEL CONSELL GENERAL, ANDORRA LA VELLA",RUGBY WORLD CUP QUALIFIER,AND,ANDORRA,DEN,DENMARK,FT,3,0
1992-10-26,"STADION LECHII MOSIR, GDANSK",FIRA CHAMPIONSHIP D2,POL,POLAND,SWED,SWEDEN,FT,17,10
1992-10-26,"CAMP DEL CONSELL GENERAL, ANDORRA LA VELLA",RUGBY WORLD CUP QUALIFIER,DEN,DENMARK,SWITZ,SWITZERLAND,FT,8,3
1992-10-24,"PARC DES PRINCES, PARC DES PRINCES",SOUTH AFRICA TOUR IN ENGLAND/FRANCE 1992,FRA,FRANCE,SA,SOUTH AFRICA,FT,29,16
